state,record_month,record_year,daily_time,temp_2m_avg,relative_humidity_2m_avg,rain_sum,snowfall_sum
MP,June,2017,2017-06-15 12:00:00,80.05,78.166664,7.697,0.0
MP,June,2018,2018-06-15 12:00:00,78.81333,81.333336,13.201,0.0
MP,June,2019,2019-06-15 12:00:00,80.8,76.63333,2.527,0.0
MP,June,2020,2020-06-15 12:00:00,80.42667,76.2,2.759,0.0
MP,March,2017,2017-03-16 00:00:00,77.425804,77.41936,2.102,0.0
MP,March,2018,2018-03-16 00:00:00,78.1129,71.548386,1.476,0.0
MP,March,2019,2019-03-16 00:00:00,77.32581,73.29032,1.168,0.0
MP,March,2020,2020-03-16 00:00:00,77.06129,76.3871,1.4499999,0.0
MP,May,2017,2017-05-16 00:00:00,79.90323,76.16129,2.295,0.0
MP,May,2018,2018-05-16 00:00:00,78.980644,80.58064,5.82,0.0
MP,May,2019,2019-05-16 00:00:00,79.69355,77.064514,3.138,0.0
MP,May,2020,2020-05-16 00:00:00,80.10967,74.96774,1.536,0.0
MP,November,2017,2017-11-15 12:00:00,79.526665,78.36667,3.803,0.0
MP,November,2018,2018-11-15 12:00:00,79.00667,79.2,3.1069999,0.0
MP,November,2019,2019-11-15 12:00:00,78.939995,83.0,7.764,0.0
MP,November,2020,2020-11-15 12:00:00,79.35,80.9,5.236,0.0
MP,October,2017,2017-10-16 00:00:00,79.100006,82.354836,18.076,0.0
MP,October,2018,2018-10-16 00:00:00,78.60967,84.064514,12.218,0.0
MP,October,2019,2019-10-16 00:00:00,78.758064,82.90323,12.015,0.0
MP,October,2020,2020-10-16 00:00:00,79.00323,83.03226,10.938,0.0
MP,September,2017,2017-09-15 12:00:00,79.066666,82.76667,11.984,0.0
MP,September,2018,2018-09-15 12:00:00,78.293335,83.63333,11.598,0.0
MP,September,2019,2019-09-15 12:00:00,78.76,84.566666,15.399,0.0
MP,September,2020,2020-09-15 12:00:00,79.34334,82.566666,11.268,0.0
MS,April,2017,2017-04-15 12:00:00,67.84,68.73333,4.4100003,0.0
MS,April,2018,2018-04-15 12:00:00,60.003334,69.333336,7.1340003,0.0
MS,April,2019,2019-04-15 12:00:00,63.44,74.066666,8.772,0.0
MS,April,2020,2020-04-15 12:00:00,63.57,67.26667,6.594,0.0
MS,August,2017,2017-08-16 00:00:00,77.81613,82.870964,6.442,0.0
MS,August,2018,2018-08-16 00:00:00,79.08388,79.0,3.918,0.0
MS,August,2019,2019-08-16 00:00:00,80.35807,77.129036,5.143,0.0
MS,August,2020,2020-08-16 00:00:00,79.68387,73.77419,3.732,0.0
MS,December,2017,2017-12-16 00:00:00,47.82903,72.935486,3.396,1.406
MS,December,2018,2018-12-16 00:00:00,49.677418,79.90323,7.822,0.0
MS,December,2019,2019-12-16 00:00:00,51.07742,80.41936,5.271,0.0
MS,December,2020,2020-12-16 00:00:00,47.67097,75.870964,3.791,0.0
MS,February,2017,2017-02-14 12:00:00,57.29643,73.53571,2.403,0.0
MS,February,2018,2018-02-14 12:00:00,57.957146,82.32143,7.177,0.0
MS,February,2019,2019-02-14 12:00:00,56.342857,78.32143,5.308,0.11
MS,February,2020,2020-02-15 00:00:00,51.06207,76.13793,9.455,0.0
MS,January,2017,2017-01-16 00:00:00,54.00645,75.16129,4.25,0.469
MS,January,2018,2018-01-16 00:00:00,41.003223,62.83871,3.228,0.744
MS,January,2019,2019-01-16 00:00:00,45.948387,74.90323,7.075,1.075
MS,January,2020,2020-01-16 00:00:00,51.116127,76.09677,7.88,0.0
MS,July,2017,2017-07-16 00:00:00,79.95484,78.90323,5.175,0.0
MS,July,2018,2018-07-16 00:00:00,80.899994,75.29032,2.785,0.0
MS,July,2019,2019-07-16 00:00:00,80.296776,73.58064,6.344,0.0
MS,July,2020,2020-07-16 00:00:00,80.548386,78.3871,4.339,0.0
MS,June,2017,2017-06-15 12:00:00,75.083336,81.76667,9.125999,0.0
MS,June,2018,2018-06-15 12:00:00,80.10334,73.46667,3.312,0.0
MS,June,2019,2019-06-15 12:00:00,78.42667,69.6,4.2,0.0
MS,June,2020,2020-06-15 12:00:00,77.833336,69.76667,5.222,0.0
MS,March,2017,2017-03-16 00:00:00,59.84516,69.6129,2.5049999,0.0
MS,March,2018,2018-03-16 00:00:00,57.16774,70.70968,4.564,0.0
MS,March,2019,2019-03-16 00:00:00,54.86129,67.0,3.662,0.0
MS,March,2020,2020-03-16 00:00:00,64.39355,75.70968,7.103,0.0
MS,May,2017,2017-05-16 00:00:00,70.81935,71.32258,3.945,0.0
MS,May,2018,2018-05-16 00:00:00,74.84194,73.19355,4.044,0.0
MS,May,2019,2019-05-16 00:00:00,74.05807,74.67742,3.5770001,0.0
MS,May,2020,2020-05-16 00:00:00,70.33871,68.03226,3.3839998,0.0
MS,November,2017,2017-11-15 12:00:00,57.7,73.73333,1.5799999,0.0
MS,November,2018,2018-11-15 12:00:00,51.433334,77.96667,5.6590004,0.0
MS,November,2019,2019-11-15 12:00:00,51.173332,70.8,2.235,0.0
MS,November,2020,2020-11-15 12:00:00,58.746666,71.03333,3.6529999,0.0
MS,October,2017,2017-10-16 00:00:00,67.14193,68.51613,4.082,0.0
MS,October,2018,2018-10-16 00:00:00,68.47097,73.09677,1.331,0.0
MS,October,2019,2019-10-16 00:00:00,67.44839,73.80645,9.585,0.0
MS,October,2020,2020-10-16 00:00:00,66.91936,72.0,5.07,0.0
MS,September,2017,2017-09-15 12:00:00,74.61,70.9,1.776,0.0
MS,September,2018,2018-09-15 12:00:00,77.87,81.433334,8.124001,0.0
MS,September,2019,2019-09-15 12:00:00,82.060005,62.333332,0.193,0.0
MS,September,2020,2020-09-15 12:00:00,75.59334,69.933334,2.15,0.0
MT,April,2017,2017-04-15 12:00:00,38.506664,61.0,1.998,9.318
MT,April,2018,2018-04-15 12:00:00,34.41,66.36667,0.545,17.857
MT,April,2019,2019-04-15 12:00:00,35.843334,69.23333,1.674,14.552
MT,April,2020,2020-04-15 12:00:00,33.223335,62.166668,0.269,10.719
MT,August,2017,2017-08-16 00:00:00,64.409676,39.225807,0.447,0.0
MT,August,2018,2018-08-16 00:00:00,62.341934,48.741936,1.2409999,0.0
MT,August,2019,2019-08-16 00:00:00,62.574196,53.580647,1.1550001,0.0
MT,August,2020,2020-08-16 00:00:00,65.703224,42.51613,0.297,0.0
MT,December,2017,2017-12-16 00:00:00,21.312904,59.419353,0.012,15.984
MT,December,2018,2018-12-16 00:00:00,24.825806,58.935482,0.0,3.9689999
MT,December,2019,2019-12-16 00:00:00,26.848387,64.19355,0.0,4.438
MT,December,2020,2020-12-16 00:00:00,30.887096,56.70968,0.020000001,5.347
MT,February,2017,2017-02-14 12:00:00,24.739286,59.607143,0.16200002,6.3389997
MT,February,2018,2018-02-14 12:00:00,13.3,67.14286,0.201,16.786
MT,February,2019,2019-02-14 12:00:00,5.167857,70.5,0.008,13.3689995
MT,February,2020,2020-02-15 00:00:00,24.406897,62.931034,0.008,12.347
MT,January,2017,2017-01-16 00:00:00,17.983871,62.48387,0.024000002,6.393
MT,January,2018,2018-01-16 00:00:00,26.358065,65.22581,0.272,6.837
MT,January,2019,2019-01-16 00:00:00,26.73871,64.22581,0.008,8.489
MT,January,2020,2020-01-16 00:00:00,25.487097,63.935482,0.051,5.5099998
MT,July,2017,2017-07-16 00:00:00,70.68387,33.548386,0.709,0.0
MT,July,2018,2018-07-16 00:00:00,63.238712,55.19355,1.3110001,0.0
MT,July,2019,2019-07-16 00:00:00,61.50645,59.70968,2.232,0.0
MT,July,2020,2020-07-16 00:00:00,62.6,51.51613,1.1800001,0.0
MT,June,2017,2017-06-15 12:00:00,58.02667,49.3,2.354,0.0
MT,June,2018,2018-06-15 12:00:00,54.72667,66.63333,5.886,0.0
MT,June,2019,2019-06-15 12:00:00,54.16,64.6,2.9290001,0.745
MT,June,2020,2020-06-15 12:00:00,55.996666,59.333332,4.143,0.413
MT,March,2017,2017-03-16 00:00:00,34.883873,61.064518,0.611,6.0080004
MT,March,2018,2018-03-16 00:00:00,27.78387,68.19355,0.217,9.618
MT,March,2019,2019-03-16 00:00:00,22.683872,66.870964,0.043,7.0290003
MT,March,2020,2020-03-16 00:00:00,26.703226,66.09677,0.024000002,10.777
MT,May,2017,2017-05-16 00:00:00,49.08387,55.677418,2.224,1.378
MT,May,2018,2018-05-16 00:00:00,50.87742,68.22581,4.853,1.7360001
MT,May,2019,2019-05-16 00:00:00,42.690323,71.80645,3.5509999,8.434
MT,May,2020,2020-05-16 00:00:00,46.77742,62.16129,2.371,3.391
MT,November,2017,2017-11-15 12:00:00,30.113335,63.0,0.201,7.7730002
MT,November,2018,2018-11-15 12:00:00,29.163334,68.46667,0.635,9.7
MT,November,2019,2019-11-15 12:00:00,29.716667,65.03333,0.67,9.15
MT,November,2020,2020-11-15 12:00:00,33.52,54.033333,0.213,6.1740003
MT,October,2017,2017-10-16 00:00:00,40.906452,51.935482,0.538,7.554
MT,October,2018,2018-10-16 00:00:00,39.996777,63.70968,0.733,4.327
MT,October,2019,2019-10-16 00:00:00,31.07742,66.0,0.201,16.369
MT,October,2020,2020-10-16 00:00:00,38.93226,58.64516,0.554,14.441
MT,September,2017,2017-09-15 12:00:00,52.456665,54.2,2.114,13.698
MT,September,2018,2018-09-15 12:00:00,50.64,62.233334,1.737,3.1690001
MT,September,2019,2019-09-15 12:00:00,52.143333,63.166668,2.508,11.3
MT,September,2020,2020-09-15 12:00:00,56.033333,47.1,0.331,3.638
NC,April,2017,2017-04-15 12:00:00,64.91334,70.96667,6.27,0.0
NC,April,2018,2018-04-15 12:00:00,57.4,66.3,4.3199997,0.138
NC,April,2019,2019-04-15 12:00:00,62.083332,72.1,5.169,0.055
NC,April,2020,2020-04-15 12:00:00,60.19,61.4,3.324,0.0
NC,August,2017,2017-08-16 00:00:00,76.56774,79.741936,4.2330003,0.0
NC,August,2018,2018-08-16 00:00:00,77.767746,82.129036,5.558,0.0
NC,August,2019,2019-08-16 00:00:00,78.093544,78.58064,4.434,0.0
NC,August,2020,2020-08-16 00:00:00,78.13226,83.51613,7.07,0.0
NC,December,2017,2017-12-16 00:00:00,42.70645,68.870964,1.853,1.4059999
NC,December,2018,2018-12-16 00:00:00,46.412907,78.548386,4.7590003,5.925
NC,December,2019,2019-12-16 00:00:00,47.051613,76.645164,4.084,0.0
NC,December,2020,2020-12-16 00:00:00,43.080647,74.48387,5.119,0.0
NC,February,2017,2017-02-14 12:00:00,51.75714,63.5,0.681,0.0
NC,February,2018,2018-02-14 12:00:00,52.57143,77.78571,2.568,0.0
NC,February,2019,2019-02-14 12:00:00,48.239285,74.39286,4.201,0.276
NC,February,2020,2020-02-15 00:00:00,48.42414,72.793106,4.166,1.819
NC,January,2017,2017-01-16 00:00:00,45.72258,74.51613,3.435,6.2289996
NC,January,2018,2018-01-16 00:00:00,37.103226,63.225807,2.395,4.9059997
NC,January,2019,2019-01-16 00:00:00,42.435482,70.80645,4.7469997,0.16499999
NC,January,2020,2020-01-16 00:00:00,46.896774,73.6129,4.301,0.0
NC,July,2017,2017-07-16 00:00:00,79.68065,76.83871,2.222,0.0
NC,July,2018,2018-07-16 00:00:00,78.22581,77.935486,6.079,0.0
NC,July,2019,2019-07-16 00:00:00,80.703224,72.741936,3.714,0.0
NC,July,2020,2020-07-16 00:00:00,81.67419,73.48387,1.655,0.0
NC,June,2017,2017-06-15 12:00:00,75.26,73.46667,4.556,0.0
NC,June,2018,2018-06-15 12:00:00,77.99333,76.5,2.131,0.0
NC,June,2019,2019-06-15 12:00:00,75.933334,71.6,4.641,0.0
NC,June,2020,2020-06-15 12:00:00,74.83667,74.8,6.1359997,0.0
NC,March,2017,2017-03-16 00:00:00,51.696774,59.0,3.474,0.524
NC,March,2018,2018-03-16 00:00:00,46.351612,64.935486,3.773,2.949
NC,March,2019,2019-03-16 00:00:00,49.32903,66.3871,3.785,0.193
NC,March,2020,2020-03-16 00:00:00,57.051613,71.129036,2.926,0.0
NC,May,2017,2017-05-16 00:00:00,68.754845,73.70968,5.085,0.0
NC,May,2018,2018-05-16 00:00:00,72.27419,78.96774,6.3980002,0.0
NC,May,2019,2019-05-16 00:00:00,73.8871,68.83871,3.1200001,0.0
NC,May,2020,2020-05-16 00:00:00,65.712906,69.90323,5.543,0.0
NC,November,2017,2017-11-15 12:00:00,50.896667,73.933334,1.269,0.0
NC,November,2018,2018-11-15 12:00:00,49.056664,77.3,6.973,0.0
NC,November,2019,2019-11-15 12:00:00,47.736668,71.63333,3.171,0.0
NC,November,2020,2020-11-15 12:00:00,56.05,76.23333,6.953,0.0
NC,October,2017,2017-10-16 00:00:00,64.019356,76.90323,2.614,0.0
NC,October,2018,2018-10-16 00:00:00,63.264515,77.741936,4.22,0.0
NC,October,2019,2019-10-16 00:00:00,66.32903,75.48387,3.685,0.0
NC,October,2020,2020-10-16 00:00:00,64.00968,80.09677,3.218,0.0
NC,September,2017,2017-09-15 12:00:00,71.82667,77.36667,2.505,0.0
NC,September,2018,2018-09-15 12:00:00,76.35334,86.26667,12.758,0.0
NC,September,2019,2019-09-15 12:00:00,76.56333,73.53333,2.348,0.0
NC,September,2020,2020-09-15 12:00:00,70.566666,77.833336,7.447,0.0
ND,April,2017,2017-04-15 12:00:00,42.626667,64.666664,0.725,0.606
ND,April,2018,2018-04-15 12:00:00,30.963335,70.26667,0.21599999,1.764
ND,April,2019,2019-04-15 12:00:00,41.446667,64.666664,0.797,6.3380003
ND,April,2020,2020-04-15 12:00:00,38.286667,54.2,0.34600002,2.9499998
ND,August,2017,2017-08-16 00:00:00,66.08064,66.48387,2.822,0.0
ND,August,2018,2018-08-16 00:00:00,69.480644,60.51613,1.005,0.0
ND,August,2019,2019-08-16 00:00:00,66.85807,67.645164,2.63,0.0
ND,August,2020,2020-08-16 00:00:00,70.58064,60.258064,1.071,0.0
ND,December,2017,2017-12-16 00:00:00,18.632257,68.16129,0.141,3.694
ND,December,2018,2018-12-16 00:00:00,21.816128,77.6129,0.063,6.892
ND,December,2019,2019-12-16 00:00:00,17.512903,83.129036,0.008,5.099
ND,December,2020,2020-12-16 00:00:00,25.954838,70.41936,0.0,2.095
ND,February,2017,2017-02-14 12:00:00,19.360714,81.75,0.225,2.839
ND,February,2018,2018-02-14 12:00:00,6.832143,73.89286,0.008,3.197
ND,February,2019,2019-02-14 12:00:00,-2.7214284,78.03571,0.008,7.607
ND,February,2020,2020-02-15 00:00:00,21.741379,66.13793,0.004,2.6739998
ND,January,2017,2017-01-16 00:00:00,10.567742,80.51613,0.043,5.65
ND,January,2018,2018-01-16 00:00:00,12.670967,79.16129,0.004,2.618
ND,January,2019,2019-01-16 00:00:00,9.909677,80.935486,0.055,4.796
ND,January,2020,2020-01-16 00:00:00,13.512903,82.451614,0.07,3.42
ND,July,2017,2017-07-16 00:00:00,73.44193,58.548386,0.353,0.0
ND,July,2018,2018-07-16 00:00:00,70.619354,64.32258,0.933,0.0
ND,July,2019,2019-07-16 00:00:00,70.70968,64.258064,2.645,0.0
ND,July,2020,2020-07-16 00:00:00,71.51613,64.41936,1.567,0.0
ND,June,2017,2017-06-15 12:00:00,64.99,56.266666,2.246,0.0
ND,June,2018,2018-06-15 12:00:00,67.93667,62.7,3.806,0.0
ND,June,2019,2019-06-15 12:00:00,65.00667,60.366665,1.842,0.0
ND,June,2020,2020-06-15 12:00:00,68.30666,56.3,3.851,0.0
ND,March,2017,2017-03-16 00:00:00,26.435484,76.451614,0.51600003,4.933
ND,March,2018,2018-03-16 00:00:00,22.77097,86.83871,0.146,16.427
ND,March,2019,2019-03-16 00:00:00,20.977419,80.354836,0.012,4.246
ND,March,2020,2020-03-16 00:00:00,31.722582,63.032257,0.241,4.272
ND,May,2017,2017-05-16 00:00:00,55.80645,52.935482,0.714,0.0
ND,May,2018,2018-05-16 00:00:00,59.890324,57.741936,1.904,0.0
ND,May,2019,2019-05-16 00:00:00,50.364517,60.096775,2.5270002,1.654
ND,May,2020,2020-05-16 00:00:00,53.34516,59.580647,1.304,0.964
ND,November,2017,2017-11-15 12:00:00,29.123333,69.63333,0.13,3.004
ND,November,2018,2018-11-15 12:00:00,25.483334,75.13333,0.527,7.249
ND,November,2019,2019-11-15 12:00:00,28.576666,72.13333,0.291,5.7060003
ND,November,2020,2020-11-15 12:00:00,33.666668,66.166664,0.040000003,0.911
ND,October,2017,2017-10-16 00:00:00,46.56774,58.741936,0.31300002,0.331
ND,October,2018,2018-10-16 00:00:00,40.825806,69.90323,0.95900005,3.032
ND,October,2019,2019-10-16 00:00:00,38.035484,71.80645,1.398,11.658
ND,October,2020,2020-10-16 00:00:00,40.219357,59.48387,0.18100001,2.6750002
ND,September,2017,2017-09-15 12:00:00,59.786667,63.266666,2.202,0.0
ND,September,2018,2018-09-15 12:00:00,56.433334,66.23333,2.571,0.0
ND,September,2019,2019-09-15 12:00:00,59.210003,74.73333,5.202,0.083
ND,September,2020,2020-09-15 12:00:00,58.91,54.433334,0.299,0.0
NE,April,2017,2017-04-15 12:00:00,49.463333,64.73333,2.133,9.562
NE,April,2018,2018-04-15 12:00:00,39.69,63.033333,1.238,10.803
NE,April,2019,2019-04-15 12:00:00,47.656666,66.03333,1.033,9.37
NE,April,2020,2020-04-15 12:00:00,46.030003,53.233334,0.532,4.4100003
NE,August,2017,2017-08-16 00:00:00,69.13226,70.064514,3.304,0.0
NE,August,2018,2018-08-16 00:00:00,71.603226,70.22581,4.34,0.0
NE,August,2019,2019-08-16 00:00:00,71.08064,76.29032,4.177,0.0
NE,August,2020,2020-08-16 00:00:00,74.69032,59.032257,0.56399995,0.0
NE,December,2017,2017-12-16 00:00:00,27.825806,57.83871,0.032,3.171
NE,December,2018,2018-12-16 00:00:00,25.558064,76.80645,0.484,17.527
NE,December,2019,2019-12-16 00:00:00,30.46129,69.03226,0.17300001,12.787
NE,December,2020,2020-12-16 00:00:00,32.587097,60.612904,0.008,8.075001
NE,February,2017,2017-02-14 12:00:00,34.653572,57.75,0.078,6.1179996
NE,February,2018,2018-02-14 12:00:00,21.810715,64.14286,0.055,5.9820004
NE,February,2019,2019-02-14 12:00:00,16.689285,66.82143,0.012,6.421
NE,February,2020,2020-02-15 00:00:00,30.286207,55.482758,0.024000002,4.629
NE,January,2017,2017-01-16 00:00:00,25.345161,66.83871,0.291,7.633
NE,January,2018,2018-01-16 00:00:00,23.683872,68.90323,0.028,8.929
NE,January,2019,2019-01-16 00:00:00,26.564516,65.19355,0.02,1.711
NE,January,2020,2020-01-16 00:00:00,27.790323,67.870964,0.17300001,3.748
NE,July,2017,2017-07-16 00:00:00,77.3742,60.16129,1.4469999,0.0
NE,July,2018,2018-07-16 00:00:00,73.35807,71.258064,2.875,0.0
NE,July,2019,2019-07-16 00:00:00,75.27419,65.741936,2.018,0.0
NE,July,2020,2020-07-16 00:00:00,75.20968,66.258064,2.213,0.0
NE,June,2017,2017-06-15 12:00:00,71.75,54.6,0.681,0.0
NE,June,2018,2018-06-15 12:00:00,72.81333,65.03333,6.388,0.0
NE,June,2019,2019-06-15 12:00:00,67.21333,68.03333,3.583,0.0
NE,June,2020,2020-06-15 12:00:00,74.37333,54.066666,2.576,0.0
NE,March,2017,2017-03-16 00:00:00,40.47742,61.29032,1.619,0.689
NE,March,2018,2018-03-16 00:00:00,37.35484,63.322582,0.533,3.0860002
NE,March,2019,2019-03-16 00:00:00,30.483871,76.09677,1.836,9.755
NE,March,2020,2020-03-16 00:00:00,40.42258,66.03226,1.749,7.414
NE,May,2017,2017-05-16 00:00:00,56.809677,63.451614,3.3600001,4.547
NE,May,2018,2018-05-16 00:00:00,63.06774,67.741936,2.842,0.0
NE,May,2019,2019-05-16 00:00:00,53.970966,71.32258,7.749,0.138
NE,May,2020,2020-05-16 00:00:00,56.112904,65.22581,3.141,0.0
NE,November,2017,2017-11-15 12:00:00,39.736668,64.566666,0.272,0.358
NE,November,2018,2018-11-15 12:00:00,33.77,67.566666,0.952,4.327
NE,November,2019,2019-11-15 12:00:00,35.586666,65.26667,0.185,7.7710004
NE,November,2020,2020-11-15 12:00:00,43.293335,52.1,1.0,2.426
NE,October,2017,2017-10-16 00:00:00,50.419353,60.774193,3.625,1.267
NE,October,2018,2018-10-16 00:00:00,47.029034,66.870964,2.481,3.858
NE,October,2019,2019-10-16 00:00:00,44.090324,57.64516,1.083,0.772
NE,October,2020,2020-10-16 00:00:00,47.296772,56.48387,0.319,4.7939997
NE,September,2017,2017-09-15 12:00:00,66.096664,61.766666,3.266,0.0
NE,September,2018,2018-09-15 12:00:00,65.28333,70.333336,3.425,0.0
NE,September,2019,2019-09-15 12:00:00,69.01667,66.13333,1.446,0.0
NE,September,2020,2020-09-15 12:00:00,64.56333,51.233334,1.035,0.496
NH,April,2017,2017-04-15 12:00:00,47.803333,73.833336,3.95,9.26
NH,April,2018,2018-04-15 12:00:00,40.506664,67.73333,4.5109997,2.8930001
NH,April,2019,2019-04-15 12:00:00,45.27333,70.36667,4.8,0.799
NH,April,2020,2020-04-15 12:00:00,41.906666,65.96667,4.466,2.37
NH,August,2017,2017-08-16 00:00:00,68.741936,69.29032,4.143,0.0
NH,August,2018,2018-08-16 00:00:00,72.4871,78.645164,4.981,0.0
NH,August,2019,2019-08-16 00:00:00,70.21935,67.90323,3.471,0.0
NH,August,2020,2020-08-16 00:00:00,70.99032,68.67742,1.477,0.0
NH,December,2017,2017-12-16 00:00:00,22.1,72.90323,1.425,11.547
NH,December,2018,2018-12-16 00:00:00,28.63871,69.41936,2.806,5.347
NH,December,2019,2019-12-16 00:00:00,28.567741,72.32258,3.0170002,20.476
NH,December,2020,2020-12-16 00:00:00,30.532259,73.0,3.047,16.398
NH,February,2017,2017-02-14 12:00:00,29.87143,68.53571,0.64500004,16.564
NH,February,2018,2018-02-14 12:00:00,31.810715,71.07143,2.178,11.659
NH,February,2019,2019-02-14 12:00:00,24.464285,67.5,1.4530001,10.722
NH,February,2020,2020-02-15 00:00:00,26.872414,71.965515,1.643,11.464
NH,January,2017,2017-01-16 00:00:00,28.706453,69.935486,2.032,8.488
NH,January,2018,2018-01-16 00:00:00,21.745161,68.6129,2.5509999,8.735
NH,January,2019,2019-01-16 00:00:00,21.245161,66.29032,2.438,14.276999
NH,January,2020,2020-01-16 00:00:00,27.725807,73.548386,1.237,5.925
NH,July,2017,2017-07-16 00:00:00,70.522575,69.29032,2.116,0.0
NH,July,2018,2018-07-16 00:00:00,74.0,68.67742,2.889,0.0
NH,July,2019,2019-07-16 00:00:00,75.741936,63.548386,3.339,0.0
NH,July,2020,2020-07-16 00:00:00,73.716125,74.80645,3.867,0.0
NH,June,2017,2017-06-15 12:00:00,65.27333,75.03333,4.803,0.0
NH,June,2018,2018-06-15 12:00:00,66.85667,62.533333,3.941,0.0
NH,June,2019,2019-06-15 12:00:00,65.03,71.4,5.283,0.0
NH,June,2020,2020-06-15 12:00:00,69.44666,59.3,3.272,0.0
NH,March,2017,2017-03-16 00:00:00,27.948385,59.419353,1.304,19.566002
NH,March,2018,2018-03-16 00:00:00,31.280645,69.29032,0.623,17.97
NH,March,2019,2019-03-16 00:00:00,31.054838,65.645164,0.917,8.819
NH,March,2020,2020-03-16 00:00:00,37.241936,65.03226,1.88,8.573
NH,May,2017,2017-05-16 00:00:00,53.538708,76.58064,5.767,0.0
NH,May,2018,2018-05-16 00:00:00,60.25484,68.51613,1.673,0.0
NH,May,2019,2019-05-16 00:00:00,53.467743,76.451614,3.76,0.055
NH,May,2020,2020-05-16 00:00:00,56.177418,60.16129,1.997,0.854
NH,November,2017,2017-11-15 12:00:00,37.966667,70.3,1.1220001,0.938
NH,November,2018,2018-11-15 12:00:00,34.286667,77.566666,6.15,14.056
NH,November,2019,2019-11-15 12:00:00,34.356667,70.833336,3.374,2.122
NH,November,2020,2020-11-15 12:00:00,41.906666,73.7,3.371,0.386
NH,October,2017,2017-10-16 00:00:00,57.822582,72.51613,5.959,0.0
NH,October,2018,2018-10-16 00:00:00,48.148388,78.48387,4.62,0.083
NH,October,2019,2019-10-16 00:00:00,51.758064,78.064514,6.149,0.0
NH,October,2020,2020-10-16 00:00:00,49.99355,78.29032,4.753,1.02
NH,September,2017,2017-09-15 12:00:00,65.39,73.13333,3.2250001,0.0
NH,September,2018,2018-09-15 12:00:00,64.583336,77.8,5.308,0.0
NH,September,2019,2019-09-15 12:00:00,62.146667,72.166664,1.76,0.0
NH,September,2020,2020-09-15 12:00:00,63.083332,68.4,1.627,0.0
NJ,April,2017,2017-04-15 12:00:00,56.003334,70.833336,3.388,0.0
NJ,April,2018,2018-04-15 12:00:00,48.17,64.666664,2.832,2.922
NJ,April,2019,2019-04-15 12:00:00,54.719997,68.96667,3.93,0.0
NJ,April,2020,2020-04-15 12:00:00,48.716667,66.76667,5.4230003,0.0
NJ,August,2017,2017-08-16 00:00:00,73.08064,71.58064,5.731,0.0
NJ,August,2018,2018-08-16 00:00:00,76.66129,79.70968,5.949,0.0
NJ,August,2019,2019-08-16 00:00:00,74.33226,75.90323,2.605,0.0
NJ,August,2020,2020-08-16 00:00:00,75.63548,77.19355,4.375,0.0
NJ,December,2017,2017-12-16 00:00:00,34.490322,64.41936,1.141,5.733
NJ,December,2018,2018-12-16 00:00:00,39.203228,74.83871,5.903,0.165
NJ,December,2019,2019-12-16 00:00:00,38.251614,75.645164,5.547,3.253
NJ,December,2020,2020-12-16 00:00:00,38.074196,72.03226,4.964,1.489
NJ,February,2017,2017-02-14 12:00:00,41.20357,64.28571,1.094,3.031
NJ,February,2018,2018-02-14 12:00:00,41.649998,74.14286,7.548,3.555
NJ,February,2019,2019-02-14 12:00:00,35.74643,65.75,2.8379998,4.465
NJ,February,2020,2020-02-15 00:00:00,39.531036,68.75862,3.523,0.0
NJ,January,2017,2017-01-16 00:00:00,36.658066,73.29032,3.4259999,4.2440004
NJ,January,2018,2018-01-16 00:00:00,31.203226,65.03226,1.747,8.379
NJ,January,2019,2019-01-16 00:00:00,32.696774,63.774193,3.296,2.26
NJ,January,2020,2020-01-16 00:00:00,38.287098,69.22581,2.095,1.1850001
NJ,July,2017,2017-07-16 00:00:00,76.409676,71.19355,7.611,0.0
NJ,July,2018,2018-07-16 00:00:00,75.56129,74.96774,5.551,0.0
NJ,July,2019,2019-07-16 00:00:00,78.22258,72.51613,5.726,0.0
NJ,July,2020,2020-07-16 00:00:00,78.8871,73.51613,4.736,0.0
NJ,June,2017,2017-06-15 12:00:00,71.39,67.833336,4.586,0.0
NJ,June,2018,2018-06-15 12:00:00,69.729996,76.433334,5.311,0.0
NJ,June,2019,2019-06-15 12:00:00,70.939995,72.13333,7.989,0.0
NJ,June,2020,2020-06-15 12:00:00,71.746666,69.46667,4.266,0.0
NJ,March,2017,2017-03-16 00:00:00,39.387096,60.064518,3.5349998,9.701
NJ,March,2018,2018-03-16 00:00:00,37.454838,67.67742,2.312,23.84
NJ,March,2019,2019-03-16 00:00:00,40.383873,63.096775,3.429,5.5950003
NJ,March,2020,2020-03-16 00:00:00,46.64516,69.80645,4.023,0.028
NJ,May,2017,2017-05-16 00:00:00,59.964516,72.3871,5.857,0.0
NJ,May,2018,2018-05-16 00:00:00,64.687096,76.451614,6.567,0.0
NJ,May,2019,2019-05-16 00:00:00,62.1,75.83871,5.426,0.0
NJ,May,2020,2020-05-16 00:00:00,58.248386,68.58064,3.208,0.0
NJ,November,2017,2017-11-15 12:00:00,46.386665,69.8,1.74,0.0
NJ,November,2018,2018-11-15 12:00:00,44.196667,72.03333,6.716,1.378
NJ,November,2019,2019-11-15 12:00:00,42.06,66.96667,1.7440001,0.552
NJ,November,2020,2020-11-15 12:00:00,50.643333,71.933334,6.642,0.0
NJ,October,2017,2017-10-16 00:00:00,62.4,72.67742,4.009,0.0
NJ,October,2018,2018-10-16 00:00:00,57.474194,75.41936,4.727,0.0
